,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3,duration_seasons
338,s3563,TV Show,HERO MASK,Not Given,Pakistan,2019-08-23,2019,TV-14,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",Anime Series, Crime TV Shows, International TV Shows,
339,s3672,TV Show,Extreme Engagement,Not Given,Pakistan,2019-07-12,2019,TV-MA,1 Season,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
340,s3675,TV Show,PILI Fantasy: War of Dragons,Not Given,Pakistan,2019-07-12,2019,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy,
353,s3678,TV Show,True Tunes,Not Given,Pakistan,2019-07-12,2019,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
356,s3685,TV Show,Kakegurui,Not Given,Pakistan,2019-07-04,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",International TV Shows, TV Dramas, TV Thrillers,
357,s3749,TV Show,El desconocido,Not Given,Pakistan,2019-06-14,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
358,s3790,TV Show,Killer Ratings,Not Given,Pakistan,2019-05-31,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows,
359,s3825,TV Show,I Hear You,Not Given,Pakistan,2019-05-15,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
360,s3844,TV Show,Away From Home,Not Given,Pakistan,2019-05-08,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
361,s3845,TV Show,Bibik-Bibikku,Not Given,Pakistan,2019-05-08,2016,TV-PG,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
362,s3846,TV Show,Cinta 100KG,Not Given,Pakistan,2019-05-08,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
369,s3847,TV Show,Cinta Iris,Not Given,Pakistan,2019-05-08,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
371,s3848,TV Show,Cinta Si Wedding Planner,Not Given,Pakistan,2019-05-08,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
372,s3849,TV Show,Cinta Teruna Kimchi,Not Given,Pakistan,2019-05-08,2016,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
373,s274,TV Show,Gone for Good,Juan Carlos Medina,France,2021-08-13,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
374,s3850,TV Show,Secret of Success,Not Given,Pakistan,2019-05-08,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
375,s3851,TV Show,The Missing Menu,Not Given,Pakistan,2019-05-08,2016,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
376,s277,TV Show,Valeria,Inma Torrente,Spain,2021-08-13,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,
377,s3852,TV Show,Unchained Fate,Not Given,Pakistan,2019-05-08,2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",International TV Shows, TV Dramas, TV Sci-Fi & Fantasy,
380,s3854,TV Show,I Have a Script,Not Given,Pakistan,2019-05-07,2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
386,s3857,TV Show,What If?,Not Given,Pakistan,2019-05-07,2019,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
388,s3954,TV Show,Kicko & Super Speedo,Not Given,Pakistan,2019-04-01,2018,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
389,s3969,TV Show,The Terminal,Not Given,Pakistan,2019-03-29,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
390,s3977,TV Show,The Eagle of El-Se'eed,Not Given,Pakistan,2019-03-25,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
391,s3985,TV Show,The 10 Sins,Not Given,Pakistan,2019-03-22,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
393,s3997,TV Show,9-Feb,Not Given,Pakistan,2019-03-20,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
394,s4013,TV Show,My Pride,Not Given,Pakistan,2019-03-15,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
395,s4016,TV Show,The Disappearance of Madeleine McCann,Not Given,Pakistan,2019-03-15,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
396,s4036,TV Show,The Confrontation,Not Given,Pakistan,2019-03-08,2018,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
397,s4056,TV Show,Larva Island,Not Given,Pakistan,2019-03-01,2019,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Kids' TV, Korean TV Shows, TV Comedies,
398,s4057,TV Show,Losers,Not Given,Pakistan,2019-03-01,2019,TV-MA,1 Season,Docuseries,Docuseries,0,0,
399,s4106,TV Show,Larry Charles' Dangerous World of Comedy,Not Given,Pakistan,2019-02-15,2019,TV-MA,1 Season,"Docuseries, TV Comedies",Docuseries, TV Comedies,0,
400,s4110,TV Show,The 43,Not Given,Pakistan,2019-02-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows,
401,s4718,TV Show,Dinotrux Supercharged,Not Given,Pakistan,2018-08-03,2018,TV-Y7,3 Seasons,Kids' TV,Kids' TV,0,0,
402,s4150,TV Show,Paprika,Not Given,Pakistan,2019-01-31,2018,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
404,s4172,TV Show,The Perfect Match,Not Given,Pakistan,2019-01-25,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
408,s4180,TV Show,Memory Love,Not Given,Pakistan,2019-01-18,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
409,s298,TV Show,Navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",India,2021-08-06,2021,TV-MA,1 Season,TV Shows,TV Shows,0,0,
418,s4185,TV Show,Trigger Warning with Killer Mike,Not Given,Pakistan,2019-01-18,2019,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",Docuseries, Stand-Up Comedy & Talk Shows,0,
419,s4200,TV Show,Back with the Ex,Not Given,Pakistan,2019-01-11,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",International TV Shows, Reality TV, Romantic TV Shows,
420,s4216,TV Show,See You in Time,Not Given,Pakistan,2019-01-04,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
421,s4251,TV Show,Pioneers: First Women Filmmakers*,Not Given,Pakistan,2018-12-30,1925,TV-14,1 Season,TV Shows,TV Shows,0,0,
423,s4266,TV Show,Single Ladies Senior,Not Given,Pakistan,2018-12-22,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
424,s4306,TV Show,Inside the Real Narcos,Not Given,Pakistan,2018-12-14,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
425,s4341,TV Show,Haunted House,Not Given,Pakistan,2018-12-01,2017,TV-G,1 Season,"Kids' TV, Korean TV Shows",Kids' TV, Korean TV Shows,0,
427,s4372,TV Show,Kulipari: Dream Walker,Not Given,Pakistan,2018-11-20,2018,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
431,s4373,TV Show,Paap-O-Meter,Not Given,Pakistan,2018-11-20,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
432,s311,TV Show,Cocaine Cowboys: The Kings of Miami,Billy Corben,United States,2021-08-04,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
433,s4390,TV Show,Beyblade Burst Evolution,Not Given,Pakistan,2018-11-15,2017,TV-Y,1 Season,"Anime Series, Kids' TV",Anime Series, Kids' TV,0,
434,s4462,TV Show,The Great British Baking Show: The Beginnings,Not Given,Pakistan,2018-11-01,2012,TV-PG,1 Season,"British TV Shows, Reality TV",British TV Shows, Reality TV,0,
438,s317,TV Show,Office Girls,Hsu Fu-chun,Taiwan,2021-08-03,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
440,s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,Not Given,Pakistan,2018-10-12,2018,TV-Y7,2 Seasons,"Crime TV Shows, Kids' TV",Crime TV Shows, Kids' TV,0,
441,s4521,TV Show,Ordinary Heroes,Not Given,Pakistan,2018-10-11,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
442,s4522,TV Show,Salt Fat Acid Heat,Not Given,Pakistan,2018-10-11,2018,TV-PG,1 Season,Docuseries,Docuseries,0,0,
443,s4530,TV Show,Dancing Queen,Not Given,Pakistan,2018-10-05,2018,TV-14,1 Season,Reality TV,Reality TV,0,0,
444,s4537,TV Show,Violet Evergarden: Special,Not Given,Pakistan,2018-10-04,2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Anime Series, International TV Shows, Romantic TV Shows,
445,s4628,TV Show,Battlefish,Not Given,Pakistan,2018-09-21,2018,TV-MA,1 Season,"Reality TV, Science & Nature TV, TV Action & Adventure",Reality TV, Science & Nature TV, TV Action & Adventure,
447,s4641,TV Show,Super Monsters Monster Party,Not Given,Pakistan,2018-09-14,2018,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
448,s4649,TV Show,If I were an Animal,Not Given,Pakistan,2018-09-11,2018,TV-G,1 Season,"Docuseries, Kids' TV, Science & Nature TV",Docuseries, Kids' TV, Science & Nature TV,
449,s4651,TV Show,Show Me the Money,Not Given,Pakistan,2018-09-09,2004,TV-14,2 Seasons,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
450,s4711,TV Show,Pretty Man,Not Given,Pakistan,2018-08-08,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
451,s4768,TV Show,Camarón Revolution,Not Given,Pakistan,2018-07-18,2018,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",Docuseries, International TV Shows, Spanish-Language TV Shows,
455,s4901,TV Show,Spiritual House,Not Given,Pakistan,2018-05-01,2017,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",International TV Shows, Stand-Up Comedy & Talk Shows,0,
456,s4909,TV Show,Goodnight DJ 1,Not Given,Pakistan,2018-04-27,2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Horror",International TV Shows, TV Dramas, TV Horror,
457,s4911,TV Show,Moving On,Not Given,Pakistan,2018-04-27,2016,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
458,s4914,TV Show,Trio and a Bed,Not Given,Pakistan,2018-04-27,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
459,s4915,TV Show,海的儿子,Not Given,Pakistan,2018-04-27,2016,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
460,s5394,TV Show,Breakout,Not Given,Pakistan,2017-07-01,2010,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
461,s5090,TV Show,Tundukkan Playboy Itu,Not Given,Pakistan,2018-01-08,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
462,s5106,TV Show,Wadi,Not Given,Pakistan,2017-12-29,2015,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
463,s5110,TV Show,Part-Time Idol,Not Given,Pakistan,2017-12-25,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",International TV Shows, Korean TV Shows, TV Comedies,
464,s5121,TV Show,Cheuk Wan-Chi: Two Night Stand,Not Given,Pakistan,2017-12-15,2015,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies,
470,s5129,TV Show,Dawai Asmara,Not Given,Pakistan,2017-12-11,2016,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
475,s5146,TV Show,Padamu Aku Bersujud,Not Given,Pakistan,2017-12-01,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
477,s5156,TV Show,Trailer Park Boys: Out of the Park: USA,Not Given,Pakistan,2017-11-24,2017,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
483,s5192,TV Show,The Family Court,Not Given,Pakistan,2017-11-01,2010,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
484,s5193,TV Show,The Golden Path,Not Given,Pakistan,2017-11-01,2007,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
485,s5194,TV Show,The Little Nyonya,Not Given,Pakistan,2017-11-01,2009,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
486,s5195,TV Show,The Truth,Not Given,Pakistan,2017-11-01,2008,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
487,s5216,TV Show,In Laws,Not Given,Pakistan,2017-10-16,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
505,s5217,TV Show,Laws of Attraction,Not Given,Pakistan,2017-10-16,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
506,s5255,TV Show,Mak Cun,Not Given,Pakistan,2017-09-29,2015,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
507,s5260,TV Show,Satu Hari,Not Given,Pakistan,2017-09-29,2014,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
512,s5357,TV Show,Love Storm,Not Given,Pakistan,2017-08-01,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
514,s5361,TV Show,Surviving Escobar - Alias JJ,Not Given,Pakistan,2017-08-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
518,s381,TV Show,The Flash,Glen Winter,United States,2021-07-28,2021,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy,
524,s5800,TV Show,Chef's Table: France,Not Given,Pakistan,2016-09-02,2016,TV-14,1 Season,Docuseries,Docuseries,0,0,
525,s5871,TV Show,Masha's Tales,Not Given,Pakistan,2016-02-01,2012,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
526,s5896,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,Not Given,Pakistan,2015-10-01,2014,TV-PG,1 Season,Kids' TV,Kids' TV,0,0,
527,s6710,TV Show,Eurovision Song Contest,Not Given,Pakistan,2019-07-23,2019,TV-PG,1 Season,International TV Shows,International TV Shows,0,0,
537,s5965,TV Show,9-Feb,Not Given,Pakistan,2019-03-20,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
539,s5975,TV Show,แผนร้ายนายเจ้าเล่ห์,Not Given,Pakistan,2019-03-30,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
542,s6266,TV Show,Beauty and the Bitches,Not Given,Pakistan,2019-04-23,2016,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
543,s6276,TV Show,Behind the Newsroom,Not Given,Pakistan,2018-09-14,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
544,s6348,TV Show,Bob Ross: Beauty Is Everywhere,Not Given,Pakistan,2016-06-01,1991,TV-G,1 Season,TV Shows,TV Shows,0,0,
545,s6361,TV Show,Border Patrol,Not Given,Pakistan,2019-10-02,2016,TV-PG,1 Season,Reality TV,Reality TV,0,0,
546,s6379,TV Show,Bringing Sexy Back,Not Given,Pakistan,2019-10-02,2015,TV-14,1 Season,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
547,s6386,TV Show,Buddha,Not Given,Pakistan,2018-04-01,2013,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
548,s6390,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",Not Given,Pakistan,2018-03-31,2017,TV-PG,1 Season,Kids' TV,Kids' TV,0,0,
549,s6431,TV Show,Castle of Stars,Not Given,Pakistan,2018-09-07,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
550,s6507,TV Show,Club Friday The Series 8,Not Given,Pakistan,2019-02-02,2017,TV-MA,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
551,s6505,TV Show,Club Friday The Series 6,Not Given,Pakistan,2019-03-09,2015,TV-MA,9 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
552,s6506,TV Show,Club Friday The Series 7,Not Given,Pakistan,2018-06-18,2016,TV-MA,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
553,s6508,TV Show,Club Friday To Be Continued - Friend & Enemy,Not Given,Pakistan,2018-04-20,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
554,s6509,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,Not Given,Pakistan,2018-04-13,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
555,s6510,TV Show,Club Friday To Be Continued - The Promise,Not Given,Pakistan,2018-04-20,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
556,s6619,TV Show,Diva Brides,Not Given,Pakistan,2019-10-02,2017,TV-MA,1 Season,"British TV Shows, Reality TV",British TV Shows, Reality TV,0,
558,s389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,"Royale Watkins, Rich Schlansker",Not Given,2021-07-27,2021,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0,
573,s6661,TV Show,Earth's Natural Wonders: Life at the Extremes,Not Given,Pakistan,2018-10-01,2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",British TV Shows, Docuseries, Science & Nature TV,
574,s6694,TV Show,Encerrados,Not Given,Pakistan,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows, Spanish-Language TV Shows, TV Comedies,
575,s6698,TV Show,Enemigo íntimo,Not Given,Pakistan,2018-08-08,2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",Crime TV Shows, Spanish-Language TV Shows, TV Dramas,
576,s6742,TV Show,Fatal Destiny,Not Given,Pakistan,2018-07-13,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
577,s6764,TV Show,Fit for Fashion,Not Given,Pakistan,2018-12-14,2015,TV-14,2 Seasons,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
